lapsed,age,sex,region,nregions,memtype,memmonths,mem_mag1,mem_mag2,hasemail,r1,r2,r3,r.quick,extra,intl,r.intl,allgames1yr,allgames5yr,fastevents,medevents,slowevents,nfloor
Y,29,M,reg112,1,N,11,Y,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,17,M,reg132,1,A,23,N,N,Y,NA,NA,374,538,N,N,NA,5,5,0,1,0,0
Y,17,M,reg114,1,N,3,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,0,1,0
Y,11,M,reg106,1,N,21,N,Y,Y,NA,NA,818,1152,N,N,NA,16,16,0,4,0,0
N,54,M,reg126,1,N,166,Y,N,Y,2505,2506,2505,NA,Y,N,NA,0,0,0,0,0,0
Y,17,M,reg101,1,N,10,N,N,N,NA,NA,1936,2652,N,N,NA,5,5,0,1,0,0
Y,19,M,reg102,1,N,53,N,N,Y,NA,1128,1128,1285,N,N,NA,0,13,2,0,2,0
N,6,M,reg112,1,A,25,N,N,Y,NA,NA,867,1218,N,N,NA,25,25,0,5,0,0
Y,13,M,reg143,1,N,14,N,Y,Y,NA,NA,410,584,N,N,NA,8,8,0,1,1,0
Y,13,M,reg114,1,N,57,N,N,Y,NA,1318,1402,2093,N,N,NA,11,39,2,11,1,0
Y,9,NA,reg102,1,N,12,N,N,N,NA,NA,419,587,N,N,NA,8,8,0,2,0,0
Y,33,M,reg127,1,N,0,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg133,1,N,101,N,Y,Y,341,294,294,286,N,N,NA,0,15,0,2,1,0
N,9,M,reg127,1,N,95,N,N,N,1027,1272,1464,2062,N,N,NA,33,165,0,43,0,0
Y,44,F,reg142,1,N,9,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,71,M,reg112,2,N,305,Y,N,Y,3321,3321,3322,NA,N,N,NA,0,0,0,0,0,0
Y,10,M,reg111,1,N,46,N,N,Y,NA,898,881,1472,N,N,NA,5,16,14,4,0,0
N,14,M,reg102,1,N,200,N,N,Y,2645,2935,3272,4426,N,Y,NA,181,687,8,149,21,0
N,8,M,reg117,1,N,14,N,N,Y,NA,NA,1176,848,N,N,NA,11,11,0,1,1,0
Y,11,M,reg132,1,A,105,N,N,Y,516,775,785,1092,N,N,NA,10,30,0,6,0,0
Y,20,M,reg150,1,N,197,Y,N,Y,1846,2078,2249,2847,N,N,NA,3,20,0,2,4,0
Y,16,M,reg103,1,N,8,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,0,1,0
Y,13,M,reg138,1,N,9,Y,N,N,NA,NA,840,1177,N,N,NA,5,5,0,1,0,0
N,14,M,reg102,1,N,80,N,N,Y,2155,2298,2715,3367,N,N,NA,14,41,0,5,5,0
N,81,M,reg154,1,N,451,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,16,M,reg102,1,N,134,N,N,Y,1641,1644,2078,2481,N,N,NA,10,40,0,9,1,0
Y,13,M,reg103,1,N,7,N,N,Y,NA,NA,272,386,N,N,NA,5,5,0,1,0,0
Y,15,M,reg133,1,N,10,N,N,Y,NA,NA,563,706,N,N,NA,7,7,0,2,0,0
Y,7,M,reg111,1,N,20,N,N,N,NA,NA,202,283,N,N,NA,9,9,0,2,0,0
N,72,M,reg103,1,N,451,Y,N,Y,2734,2731,2733,3715,N,N,NA,0,39,0,13,0,0
Y,10,M,reg126,1,N,50,N,N,Y,877,1729,1582,2295,N,N,NA,38,73,0,15,2,0
N,10,M,reg132,1,N,52,Y,N,Y,NA,1157,1372,1663,N,N,NA,25,54,0,6,4,0
Y,31,M,reg117,2,N,154,Y,N,Y,2656,2657,2655,3606,N,N,NA,0,0,0,0,0,0
Y,10,M,reg111,1,N,111,N,N,Y,729,690,919,1306,N,N,NA,37,69,1,16,0,0
Y,51,M,reg146,1,N,7,Y,N,N,2308,2309,2305,NA,N,N,NA,0,0,0,0,0,0
Y,35,M,reg127,1,N,347,N,N,Y,2752,2752,2754,3764,N,N,NA,0,0,0,0,0,0
N,15,M,reg128,1,N,178,N,N,Y,3090,3315,3341,4350,N,N,NA,20,276,9,23,48,0
Y,11,F,reg137,1,N,14,N,N,Y,516,670,679,970,N,N,NA,15,81,0,17,0,0
N,57,M,reg101,2,N,114,Y,N,Y,NA,NA,2129,2909,Y,Y,NA,6,13,1,0,4,0
Y,7,M,reg147,1,F,0,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,24,M,reg142,1,N,222,Y,N,N,1798,1796,1796,2289,N,N,NA,0,0,0,0,0,0
N,8,M,reg112,1,N,53,N,N,N,NA,224,316,714,N,N,NA,43,65,0,11,1,0
Y,7,M,reg102,1,N,5,N,N,N,NA,NA,191,266,N,N,NA,4,4,0,1,0,0
Y,10,M,reg133,1,N,10,N,Y,Y,NA,NA,674,872,N,N,NA,5,5,0,2,0,0
N,14,M,reg117,1,N,155,N,N,Y,2397,2406,2699,2627,N,Y,NA,13,106,1,10,23,0
Y,44,M,reg127,1,N,206,Y,N,Y,2518,2514,2596,3633,N,Y,NA,6,6,1,0,1,0
N,50,M,reg111,1,N,277,Y,N,Y,3460,3485,3493,4874,Y,N,NA,28,89,0,5,14,0
Y,56,M,reg102,1,N,10,Y,N,Y,NA,NA,2313,NA,N,N,NA,5,5,0,0,1,0
Y,18,M,reg112,1,N,83,N,N,Y,NA,547,557,784,N,N,NA,0,10,0,2,0,0
Y,29,M,reg154,2,N,454,Y,N,Y,2503,2450,2348,3273,N,N,NA,8,154,0,9,26,0
Y,17,M,reg154,1,N,230,N,N,Y,3021,3102,3028,4294,N,Y,NA,21,153,8,22,15,0
Y,15,F,reg133,1,N,124,N,N,Y,1212,1212,1208,1608,N,N,NA,0,29,0,8,0,0
N,9,M,reg102,1,N,36,N,N,Y,NA,187,657,900,N,N,NA,27,31,0,10,0,0
Y,10,M,reg105,1,F,81,N,N,N,1144,866,865,1118,N,N,NA,0,15,0,3,0,0
Y,12,M,reg133,1,N,13,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,10,M,reg112,1,N,18,N,N,Y,NA,NA,618,874,N,N,NA,10,10,0,2,0,0
Y,29,M,reg141,1,N,38,Y,N,Y,NA,NA,2131,3013,N,N,NA,44,63,3,8,7,0
Y,8,M,reg103,1,F,10,N,N,Y,671,671,788,1113,N,N,NA,10,15,0,3,0,0
N,51,M,reg112,1,N,596,Y,N,Y,2591,2504,2618,3645,N,N,NA,87,304,10,72,23,0
Y,18,M,reg143,1,N,13,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,0,3,0
N,46,M,reg133,1,N,48,N,N,Y,NA,NA,2413,3163,N,N,NA,15,15,0,5,0,0
Y,11,M,reg132,1,N,19,N,N,Y,NA,NA,297,NA,N,N,NA,7,7,0,0,1,0
N,38,M,reg126,1,N,327,Y,N,Y,3983,3900,4015,5492,N,Y,3871,177,543,15,112,30,0
Y,12,M,reg138,1,F,10,N,N,Y,NA,NA,470,NA,N,N,NA,7,7,0,0,1,0
Y,10,M,reg129,1,F,44,N,N,Y,NA,985,1605,2242,N,N,NA,11,16,0,4,0,0
N,45,F,reg128,1,F,240,N,N,Y,1527,1530,1531,1867,N,N,NA,0,24,2,1,7,0
N,6,M,reg102,1,N,19,N,N,Y,NA,NA,862,1214,N,N,NA,14,14,0,4,0,0
N,18,M,reg126,1,N,266,Y,N,Y,3712,3905,3934,5226,N,Y,3709,21,411,19,41,43,0
N,11,M,reg150,1,F,11,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,7,M,reg150,1,N,43,N,N,Y,NA,585,1546,2111,N,N,NA,86,111,0,29,1,0
Y,10,M,reg102,1,N,23,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,8,F,reg112,1,N,14,N,N,N,NA,NA,290,410,N,N,NA,18,18,0,4,0,0
Y,33,M,reg102,1,N,282,N,N,Y,3288,3294,3385,4264,Y,Y,NA,20,211,0,1,46,0
N,62,M,reg138,1,N,19,Y,N,Y,2822,2822,2801,3887,N,N,NA,8,8,0,2,0,0
N,8,M,reg143,1,N,10,N,Y,N,NA,NA,188,269,N,N,NA,6,6,0,1,0,0
Y,10,M,reg154,1,N,9,N,N,Y,NA,NA,NA,NA,N,N,NA,1,1,0,0,1,0
N,10,F,reg143,1,F,24,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg103,1,N,80,N,N,Y,1280,1604,1128,1589,N,N,NA,23,198,0,63,0,0
Y,10,F,reg102,1,N,20,N,N,N,NA,NA,726,994,N,N,NA,44,44,0,11,0,0
Y,16,M,reg112,1,N,22,N,N,N,NA,NA,883,1259,N,N,NA,17,17,0,3,0,0
Y,13,M,reg111,1,N,18,N,N,Y,NA,NA,185,263,N,N,NA,4,4,0,1,0,0
Y,15,M,reg143,1,N,192,N,N,Y,1298,1574,1598,2218,N,N,NA,4,34,0,8,0,0
N,11,M,reg133,1,F,135,Y,N,Y,2029,2524,2780,3513,N,Y,NA,113,364,0,49,41,0
Y,54,M,reg132,1,N,540,Y,N,N,1699,1702,1788,NA,N,N,NA,8,18,0,0,4,0
Y,11,M,reg143,1,N,71,N,N,Y,845,842,1125,1583,N,N,NA,10,15,0,3,0,0
Y,6,F,reg135,1,N,4,N,N,Y,NA,NA,188,260,N,N,NA,6,6,0,1,0,0
N,51,M,reg127,1,N,268,Y,N,Y,2738,2737,2739,NA,N,N,NA,0,0,0,0,0,0
N,9,M,reg127,1,N,34,N,N,Y,NA,NA,2062,2855,N,N,NA,260,263,0,71,1,4
Y,65,M,reg137,1,N,576,Y,N,Y,2362,2303,2171,2850,N,N,NA,30,206,4,11,39,0
N,14,M,reg103,1,A,241,N,N,Y,2754,2853,2934,3951,N,N,NA,33,201,3,30,15,0
Y,10,F,reg153,1,N,14,N,N,Y,NA,NA,663,944,N,N,NA,15,15,0,4,0,0
N,58,M,reg127,1,N,268,N,N,Y,3764,3759,3756,4818,Y,Y,3510,21,81,0,6,14,22
Y,8,M,reg132,1,N,0,N,N,N,NA,NA,NA,NA,N,N,NA,5,5,0,1,0,0
N,51,M,reg136,1,N,220,N,N,Y,3388,3390,3394,4801,Y,Y,NA,4,22,0,0,6,0
N,12,M,reg138,1,N,50,N,N,Y,NA,540,542,776,N,N,NA,0,9,0,2,0,0
N,16,M,reg148,1,N,189,N,N,Y,529,724,1077,1504,N,N,NA,15,50,0,10,2,0
Y,9,M,reg126,1,N,17,N,Y,Y,NA,NA,212,298,N,N,NA,14,14,0,4,0,0
N,47,M,reg102,2,N,266,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg114,1,N,55,N,N,N,NA,1203,1483,2065,N,N,NA,16,37,0,11,0,0
N,6,F,reg114,1,N,19,N,N,Y,NA,NA,1384,1930,N,Y,NA,54,54,0,7,4,0
Y,11,M,reg102,1,N,144,N,Y,Y,1814,2120,2122,2878,N,Y,NA,0,252,0,47,10,0
Y,17,M,reg125,2,N,111,N,N,N,1765,1725,1729,2382,N,N,NA,0,47,0,13,0,0
Y,18,M,reg127,1,N,200,N,N,N,953,955,1463,2055,N,N,NA,15,15,0,3,0,0
N,6,M,reg127,1,N,6,N,N,Y,NA,NA,192,274,N,N,NA,5,5,0,1,0,0
Y,66,M,reg129,1,N,444,Y,N,Y,665,663,662,NA,N,N,NA,0,0,0,0,0,0
N,12,M,reg102,1,A,45,N,N,Y,NA,1660,2176,2978,N,Y,NA,70,116,0,16,15,0
N,74,M,reg137,1,N,451,Y,N,Y,2594,2591,2594,4095,N,N,NA,0,0,0,0,0,0
N,11,M,reg155,1,N,136,N,N,Y,1179,1300,1220,1710,N,N,NA,29,163,3,34,1,0
Y,19,F,reg127,1,F,373,N,N,N,1767,1768,1771,1859,N,N,NA,0,0,0,0,0,0
Y,16,F,reg137,1,N,132,Y,N,Y,2333,2217,2334,3129,N,N,NA,11,112,0,20,4,0
N,16,M,reg103,1,N,135,N,N,Y,609,1203,1581,2086,N,N,NA,46,95,4,16,5,0
N,9,M,reg118,1,N,73,N,N,Y,NA,758,1478,1899,N,Y,NA,38,49,0,7,2,0
N,53,M,reg112,1,N,560,N,N,Y,2742,2653,2630,3216,N,Y,NA,3,50,0,0,11,0
N,57,M,reg143,1,N,626,N,N,Y,3649,3652,3649,NA,Y,Y,4088,0,0,0,0,0,0
N,9,M,reg112,1,N,50,N,N,Y,NA,1242,1846,2579,N,N,NA,106,184,0,45,1,0
N,51,M,reg112,1,N,159,N,N,Y,NA,NA,NA,NA,Y,N,NA,0,0,0,0,0,0
Y,15,M,reg132,1,N,194,N,N,Y,2462,2364,2446,3276,N,N,NA,23,153,0,35,2,0
Y,7,M,reg127,1,F,5,Y,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
N,32,M,reg127,2,N,560,Y,N,Y,2068,2069,2098,2909,N,N,NA,4,4,0,1,0,0
Y,44,M,reg137,1,N,4,N,N,Y,NA,NA,1777,NA,N,N,NA,6,6,0,0,1,0
N,80,M,reg127,1,N,451,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg112,1,N,105,N,N,Y,1205,994,890,1306,N,N,NA,14,78,0,16,1,0
N,15,F,reg103,1,N,283,Y,N,Y,1320,1318,1321,1821,N,Y,NA,0,4,0,1,0,0
N,11,M,reg116,1,N,97,N,N,Y,1561,1790,1811,2580,N,N,NA,4,24,0,4,1,0
Y,11,M,reg127,1,N,17,N,Y,Y,NA,NA,1710,2182,N,N,NA,5,5,0,1,0,0
Y,21,M,reg102,1,N,550,N,N,Y,1579,1579,1903,2625,N,N,NA,4,16,0,4,0,0
Y,63,M,reg103,1,N,550,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,7,M,reg139,1,N,95,N,N,Y,227,202,295,398,N,N,NA,10,21,0,7,0,0
N,10,M,reg139,1,N,8,N,Y,Y,NA,NA,674,NA,N,N,NA,7,7,0,0,1,0
N,16,M,reg137,1,N,204,N,N,Y,2468,2834,2784,3553,N,N,NA,5,212,2,29,19,0
Y,14,M,reg134,1,N,10,N,N,Y,NA,NA,1701,NA,N,N,NA,7,7,1,0,1,0
N,8,M,reg111,1,N,20,N,N,Y,NA,NA,561,764,N,N,NA,15,15,0,3,0,0
Y,12,M,reg114,1,N,48,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,3,0,1,0,0
N,35,M,reg102,3,N,15,Y,N,Y,NA,NA,3522,4837,N,Y,3663,45,45,3,7,6,0
N,13,F,reg103,1,N,100,N,N,Y,1376,1842,2235,3098,N,N,NA,45,123,0,24,3,0
Y,37,M,reg140,1,N,234,Y,N,N,1434,1432,1406,2019,N,N,NA,0,32,0,9,1,0
Y,9,M,reg102,1,N,7,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,24,M,reg104,1,N,46,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,79,M,reg137,2,N,451,Y,N,Y,3728,3730,3732,5158,N,N,NA,0,0,0,0,0,0
Y,10,M,reg127,2,N,113,N,N,Y,1141,1485,1457,1982,N,N,NA,4,109,0,23,4,0
Y,15,NA,reg145,1,N,10,N,N,N,NA,NA,921,NA,N,N,NA,4,4,0,0,1,0
N,7,M,reg137,1,N,12,N,N,Y,NA,NA,492,697,N,Y,NA,7,7,0,1,0,0
N,7,M,reg130,1,N,16,N,N,Y,NA,NA,194,271,N,N,NA,4,4,0,1,0,0
Y,9,F,reg150,1,N,20,N,Y,Y,NA,NA,192,274,N,N,NA,5,5,0,1,0,0
Y,14,M,reg137,1,N,170,N,Y,Y,540,542,651,757,N,N,NA,5,15,0,3,1,0
Y,11,M,reg102,1,N,11,N,Y,Y,NA,NA,1046,1494,N,N,NA,21,21,0,2,2,0
Y,55,M,reg142,1,N,11,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,26,M,reg148,1,N,398,N,N,Y,3299,3299,3318,4442,N,N,NA,12,84,2,12,6,0
Y,72,M,reg137,1,N,525,Y,N,Y,NA,NA,2123,NA,N,N,NA,3,6,0,0,2,0
Y,12,M,reg127,1,N,0,N,Y,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg141,1,N,10,N,Y,N,NA,NA,192,273,N,N,NA,5,5,0,1,0,0
Y,60,M,reg143,1,N,71,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,F,reg106,1,N,71,N,N,Y,197,204,212,294,N,N,NA,5,14,0,3,0,0
Y,18,M,reg154,1,N,50,N,N,Y,NA,1538,1508,NA,N,N,NA,5,19,0,1,3,0
Y,14,M,reg103,1,F,11,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,12,M,reg105,1,N,6,N,N,Y,NA,NA,1733,2345,N,N,NA,4,4,0,1,0,0
Y,6,NA,reg126,1,N,17,N,N,N,NA,NA,260,361,N,N,NA,29,29,0,7,0,0
N,9,M,reg140,1,N,76,Y,N,N,313,723,743,1045,N,N,NA,16,52,0,13,0,0
N,8,M,reg132,1,N,46,N,N,Y,NA,410,751,1040,N,N,NA,34,58,0,10,1,0
Y,6,M,reg102,1,N,19,N,N,Y,NA,NA,196,270,N,N,NA,4,4,0,1,0,0
N,70,M,reg147,1,N,20,Y,N,Y,NA,NA,1459,1724,N,N,NA,18,18,1,0,7,0
Y,19,M,reg123,1,N,14,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,49,M,reg127,1,N,207,Y,N,Y,2512,2511,2512,NA,N,N,NA,0,0,0,0,0,0
N,10,F,reg127,1,N,21,N,N,N,NA,311,756,1059,N,N,NA,14,19,0,4,0,0
Y,10,M,reg127,1,N,6,N,N,N,NA,NA,968,1346,N,N,NA,8,8,0,2,0,0
Y,13,M,reg127,1,N,103,N,N,Y,1748,2137,2137,2743,N,N,NA,10,48,0,13,1,0
N,7,M,reg150,1,A,6,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,3,0,2
N,10,M,reg101,1,N,41,N,N,Y,NA,626,848,1195,N,N,NA,18,34,0,7,0,0
Y,10,M,reg114,1,N,34,N,N,Y,NA,502,638,963,N,N,NA,14,18,0,5,0,0
N,8,M,reg127,1,N,22,N,N,Y,NA,NA,989,1381,N,N,NA,23,23,0,7,0,0
Y,12,M,reg127,1,N,129,N,N,Y,926,981,980,1380,N,N,NA,0,20,0,7,0,0
N,8,M,reg127,1,N,22,N,Y,Y,NA,NA,298,620,N,N,NA,14,14,1,4,0,0
N,11,M,reg102,1,A,80,N,N,Y,1546,1957,1737,2409,N,N,NA,43,203,0,51,0,0
Y,17,M,reg140,1,N,55,N,N,N,NA,947,767,1065,N,N,NA,24,55,0,15,0,0
Y,58,M,reg146,1,N,172,N,N,Y,2877,2879,2967,4001,N,N,NA,4,24,0,1,5,0
Y,9,M,reg143,1,N,36,N,N,Y,NA,209,291,377,N,N,NA,4,9,1,2,0,0
N,8,M,reg123,1,N,4,N,N,Y,NA,NA,210,302,N,N,NA,5,5,0,1,0,0
N,50,M,reg105,1,N,44,Y,N,Y,NA,2201,2201,2926,N,N,NA,0,5,0,1,0,0
N,10,M,reg145,1,N,49,N,N,Y,192,850,1409,1489,N,N,NA,34,59,0,12,1,0
N,67,M,reg132,1,N,278,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,13,M,reg154,1,N,141,N,N,Y,805,801,1041,1485,N,N,NA,10,29,0,7,0,0
N,12,M,reg112,1,N,172,N,N,Y,2292,2657,2831,3936,N,N,NA,57,258,0,72,3,0
Y,15,F,reg137,1,N,9,N,N,Y,NA,NA,972,NA,N,N,NA,7,7,0,0,1,0
Y,62,M,reg127,1,N,358,Y,N,Y,2282,2286,2286,NA,N,N,NA,0,0,0,0,0,0
N,14,M,reg137,1,N,197,N,N,Y,3190,3191,3190,3740,N,Y,NA,0,156,3,15,18,0
Y,8,M,reg102,1,N,48,N,N,N,NA,NA,368,488,N,N,NA,14,14,0,4,0,0
Y,15,M,reg102,1,N,258,Y,N,Y,3430,3431,3428,3285,N,Y,NA,0,139,0,1,28,0
N,9,M,reg143,1,N,58,N,Y,Y,NA,685,1053,1480,N,N,NA,5,17,0,4,0,0
Y,18,M,reg146,1,N,161,N,N,N,2103,2198,2106,1980,N,N,NA,6,40,0,1,6,0
Y,36,M,reg150,1,N,158,N,N,Y,2771,2770,2771,3708,N,N,NA,0,12,0,2,1,0
Y,11,F,reg112,1,N,22,N,N,N,NA,NA,245,348,N,N,NA,15,15,0,3,0,0
Y,8,NA,reg127,1,N,19,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,16,F,reg106,1,N,25,N,N,Y,NA,NA,NA,1038,N,N,NA,0,0,1,0,0,0
Y,63,M,reg108,1,N,545,N,N,Y,2311,2311,2467,3280,N,N,NA,10,17,0,7,1,0
Y,16,M,reg147,1,N,10,Y,N,Y,NA,NA,2590,3495,N,N,NA,8,8,0,2,0,0
N,11,F,reg128,1,N,12,N,N,Y,NA,NA,292,375,N,N,NA,6,6,0,1,0,0
N,70,M,reg114,1,N,545,Y,N,N,2053,2052,2054,NA,N,N,NA,0,24,0,0,3,0
Y,49,M,reg154,2,N,606,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg102,1,N,47,N,N,Y,NA,477,875,1196,N,N,NA,12,16,0,4,0,0
Y,8,M,reg114,1,N,2,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,12,M,reg141,1,F,181,N,N,Y,1912,2451,2502,3344,N,Y,NA,45,205,12,28,16,0
Y,16,M,reg127,1,N,216,Y,N,Y,2296,2296,2295,3099,N,N,NA,0,67,0,14,3,0
Y,13,M,reg138,1,N,19,N,N,Y,NA,NA,2130,2971,N,N,NA,5,5,0,1,0,0
N,77,M,reg102,1,N,106,Y,N,Y,1815,2128,2055,2656,N,N,NA,23,120,1,2,30,7
Y,12,M,reg155,1,N,13,N,N,Y,NA,NA,810,1138,N,N,NA,12,12,0,3,0,0
Y,76,M,reg142,1,N,451,Y,N,Y,1802,1802,1805,NA,N,N,NA,0,0,0,0,0,0
Y,12,M,reg145,1,N,42,N,N,N,NA,695,834,1154,N,N,NA,5,11,0,4,0,0
N,10,M,reg145,1,N,108,N,Y,Y,NA,690,806,1040,N,N,NA,18,28,0,8,1,0
N,69,M,reg133,1,N,44,Y,N,Y,3102,2702,2624,3426,N,N,NA,22,54,3,10,9,0
Y,12,F,reg114,1,N,41,N,Y,Y,NA,775,1472,2270,N,N,NA,54,79,9,18,5,0
N,43,M,reg148,1,F,186,Y,N,Y,2607,2538,2563,3492,N,N,NA,31,188,8,29,25,0
Y,17,M,reg150,1,F,110,Y,N,Y,747,748,836,1136,N,N,NA,3,11,0,3,0,0
N,11,M,reg144,1,N,41,N,N,N,NA,192,860,1198,N,N,NA,17,22,0,6,0,0
Y,85,M,reg127,1,N,10,Y,N,Y,NA,NA,1889,2298,N,N,NA,4,4,0,1,0,0
Y,13,M,reg133,1,N,134,N,Y,Y,983,1438,1657,2173,N,N,NA,15,60,0,12,1,0
N,28,M,reg102,1,N,505,N,N,N,3222,3419,3450,4660,N,Y,NA,87,182,1,42,3,0
Y,16,M,reg103,1,N,74,N,N,Y,1771,1851,2030,2847,N,N,NA,8,34,0,8,0,0
Y,17,M,reg132,1,N,261,N,N,N,1332,1332,1512,2106,N,N,NA,9,9,0,2,0,0
N,63,M,reg128,1,N,253,N,N,N,2839,2807,2789,3723,N,N,NA,12,60,4,2,14,0
N,7,M,reg112,1,N,51,N,N,N,NA,605,1138,1613,N,N,NA,26,49,0,10,0,0
Y,14,M,reg137,1,N,1,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,8,M,reg127,1,N,5,N,Y,Y,NA,NA,654,912,N,N,NA,4,4,0,0,1,0
N,14,M,reg111,1,N,42,Y,N,Y,NA,913,1920,2717,N,N,NA,85,102,25,21,3,0
Y,37,M,reg127,1,N,642,N,N,N,3226,3179,3177,4496,Y,N,NA,0,22,5,6,1,0
N,8,M,reg127,1,N,24,N,N,Y,NA,NA,1604,2220,N,N,NA,28,28,0,8,0,0
Y,15,F,reg126,1,N,20,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,10,M,reg154,1,N,18,N,N,Y,NA,NA,630,914,N,N,NA,8,8,0,2,0,0
Y,10,F,reg112,1,N,17,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,1,0,0
Y,6,M,reg132,1,N,14,N,N,Y,NA,NA,214,298,N,N,NA,12,12,0,2,0,0
Y,11,F,reg112,1,N,20,N,N,N,NA,NA,898,1275,N,N,NA,43,43,0,8,0,0
N,57,M,reg119,1,N,515,Y,N,N,2023,2025,2023,2956,N,N,NA,0,0,0,0,0,0
Y,29,M,reg137,1,N,408,N,N,Y,3121,3118,3118,4025,N,N,NA,0,51,0,5,11,0
N,46,M,reg112,1,N,294,Y,N,Y,2862,2862,2864,3879,N,N,NA,0,41,0,7,1,0
Y,15,F,reg138,2,N,196,N,N,Y,999,1003,1003,1426,N,N,NA,0,35,0,6,1,0
N,48,M,reg112,1,N,383,Y,N,Y,1623,1622,1624,2244,N,N,NA,0,8,0,2,0,0
N,11,M,reg114,1,N,98,N,N,N,1493,2542,2770,3417,N,Y,NA,65,266,7,33,33,0
Y,17,M,reg112,1,N,216,N,N,N,NA,NA,1776,2500,N,N,NA,5,5,0,1,0,0
Y,11,M,reg112,1,A,12,N,N,N,NA,NA,566,799,N,N,NA,40,40,0,11,0,0
N,63,M,reg150,1,N,298,Y,N,Y,3284,3306,3268,4580,N,Y,3349,56,202,2,18,48,5
Y,12,F,reg102,1,N,50,N,N,Y,NA,1006,971,1311,N,N,NA,2,13,0,4,0,0
N,9,M,reg145,1,N,46,N,N,Y,294,638,872,1222,N,N,NA,5,19,0,5,0,0
Y,66,M,reg148,1,N,157,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,15,M,reg155,1,N,74,N,N,Y,883,1381,1221,1715,N,N,NA,9,38,0,8,0,0
N,63,M,reg118,1,N,1,Y,N,Y,2789,2790,2788,NA,N,N,NA,0,0,0,0,0,0
Y,40,M,reg140,1,N,2,N,N,Y,2887,2890,2843,3958,N,N,NA,0,0,0,0,0,0
Y,58,M,reg102,1,N,413,N,N,Y,3166,3140,3151,4245,N,Y,NA,3,48,1,1,9,0
N,7,M,reg102,1,N,1,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,16,M,reg102,1,F,312,N,N,Y,2304,2987,3560,4389,Y,Y,3614,97,241,2,37,20,0
N,11,M,reg106,1,N,206,N,N,N,1253,1166,1148,1626,N,N,NA,5,100,10,18,3,0
Y,7,F,reg125,1,F,56,N,N,Y,NA,NA,185,262,N,N,NA,4,4,0,1,0,0
Y,15,F,reg127,1,N,101,N,N,Y,1332,1567,1706,2281,N,N,NA,41,109,0,22,1,0
Y,14,M,reg131,1,N,71,N,N,N,1184,1537,1348,2206,N,N,NA,14,48,1,7,5,0
Y,87,M,reg127,1,N,117,N,N,N,1118,1115,1060,1534,N,N,NA,4,21,1,2,5,0
N,55,M,reg127,1,N,266,Y,N,Y,3280,3308,3344,4657,Y,N,NA,36,172,1,1,43,0
N,26,M,reg126,1,N,55,N,N,Y,NA,2369,2787,3807,N,N,NA,52,208,0,49,13,0
N,23,M,reg111,1,N,1,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
